0,1,2,3,4,5,KR,TW,CN,JP
Monthly,Exports,Value,"% of GDP, SA",Total,,"Exports, All, Value, % of GDP, SA","Exports, All, Value, % of GDP, SA",,
Monthly,Exports,Value,"% of GDP, SA",By Product,Semiconductors,"Korea, Exports, Semiconductors, Value, % of GDP, SA","Exports, Semiconductors HS 776, Value, % of GDP, SA",,"Japan, Exports, Semiconductors, Value, % of GDP, SA"
Monthly,Exports,Value,"% of GDP, SA",By Product,Passenger cars,,,,
Monthly,Exports,Value,"% of GDP, SA",By Product,Energy,,,,
Monthly,Exports,Value,"% of GDP, SA",By Product,Others,,,,
Monthly,Exports,Value,"% of GDP, SA",By Country,China,"Korea, Exports, China, Value, % of GDP, SA",,"China, Exports, All, Value, % of GDP, SA","Japan, Exports, China, Value, % of GDP, SA"
Monthly,Exports,Value,"% of GDP, SA",By Country,Japan,"Korea, Exports, DM excl Japan, Value, % of GDP, SA",,,"Japan, Exports, All, Value, % of GDP, SA"
Monthly,Exports,Value,"% of GDP, SA",By Country,Korea,"Korea, Exports, All, Value, % of GDP, SA",,,
Monthly,Exports,Value,"% of GDP, SA",By Country,Taiwan,,"Taiwan, Exports, All, Value, % of GDP, SA","China, Exports, Taiwan, Value, % of GDP, SA",
Monthly,Exports,Value,"% of GDP, SA",By Country,EU,"Korea, Exports, EU, Value, % of GDP, SA",,,"Japan, Exports, EU, Value, % of GDP, SA"
Monthly,Exports,Value,"% of GDP, SA",By Country,US,"Korea, Exports, US, Value, % of GDP, SA",,,"Japan, Exports, US, Value, % of GDP, SA"
Monthly,Exports,Volume,USD,Total,,,,,
Monthly,Exports,Volume,USD,By Product,Semiconductors,,,,
Monthly,Exports,Volume,USD,By Product,Passenger cars,,,,
Monthly,Exports,Volume,USD,By Product,Energy,,,,
Monthly,Exports,Volume,USD,By Product,Others,,,,
Monthly,Exports,Volume,USD,By Country,China,,,,
Monthly,Exports,Volume,USD,By Country,Japan,,,,
Monthly,Exports,Volume,USD,By Country,Korea,,,,
Monthly,Exports,Volume,USD,By Country,Taiwan,,,,
Monthly,Exports,Volume,USD,By Country,EU,,,,
Monthly,Exports,Volume,USD,By Country,US,,,,
Monthly,Exports,Volume,LCU,Total,,,,,
Monthly,Exports,Volume,LCU,By Product,Semiconductors,,,,
Monthly,Exports,Volume,LCU,By Product,Passenger cars,,,,
Monthly,Exports,Volume,LCU,By Product,Energy,,,,
Monthly,Exports,Volume,LCU,By Product,Others,,,,
Monthly,Exports,Volume,LCU,By Country,China,,,,
Monthly,Exports,Volume,LCU,By Country,Japan,,,,
Monthly,Exports,Volume,LCU,By Country,Korea,,,,
Monthly,Exports,Volume,LCU,By Country,Taiwan,,,,
Monthly,Exports,Volume,LCU,By Country,EU,,,,
Monthly,Exports,Volume,LCU,By Country,US,,,,
Monthly,Exports,Volume,index,Total,,,,,"Exports, UK, Total, Volume, index"
Monthly,Exports,Volume,index,By Product,Semiconductors,,,,
Monthly,Exports,Volume,index,By Product,Passenger cars,,,,"Exports, World, Passenger Motor Car, Volume, index"
Monthly,Exports,Volume,index,By Product,Energy,,,,
Monthly,Exports,Volume,index,By Product,Others,,,,"Exports, World, Office machines (others), Volume, index"
Monthly,Exports,Volume,index,By Country,China,,,,"Exports, China, Total, Volume, index"
Monthly,Exports,Volume,index,By Country,Japan,,,,
Monthly,Exports,Volume,index,By Country,Korea,,,,
Monthly,Exports,Volume,index,By Country,Taiwan,,,,
Monthly,Exports,Volume,index,By Country,EU,,,,"Exports, EU, Total, Volume, index"
Monthly,Exports,Volume,index,By Country,US,,,,"Exports, US, Total, Volume, index"
Monthly,Exports,Volume,"USD, % YoY",Total,,,,,
Monthly,Exports,Volume,"USD, % YoY",By Product,Semiconductors,,,,
Monthly,Exports,Volume,"USD, % YoY",By Product,Passenger cars,,,,
Monthly,Exports,Volume,"USD, % YoY",By Product,Energy,,,,
Monthly,Exports,Volume,"USD, % YoY",By Product,Others,,,,
Monthly,Exports,Volume,"USD, % YoY",By Country,China,,,,
Monthly,Exports,Volume,"USD, % YoY",By Country,Japan,,,,
Monthly,Exports,Volume,"USD, % YoY",By Country,Korea,,,,
Monthly,Exports,Volume,"USD, % YoY",By Country,Taiwan,,,,
Monthly,Exports,Volume,"USD, % YoY",By Country,EU,,,,
Monthly,Exports,Volume,"USD, % YoY",By Country,US,,,,
Monthly,Exports,Volume,"LCU, % YoY",Total,,,,,
Monthly,Exports,Volume,"LCU, % YoY",By Product,Semiconductors,,,,
Monthly,Exports,Volume,"LCU, % YoY",By Product,Passenger cars,,,,
Monthly,Exports,Volume,"LCU, % YoY",By Product,Energy,,,,
Monthly,Exports,Volume,"LCU, % YoY",By Product,Others,,,,
Monthly,Exports,Volume,"LCU, % YoY",By Country,China,,,,
Monthly,Exports,Volume,"LCU, % YoY",By Country,Japan,,,,
Monthly,Exports,Volume,"LCU, % YoY",By Country,Korea,,,,
Monthly,Exports,Volume,"LCU, % YoY",By Country,Taiwan,,,,
Monthly,Exports,Volume,"LCU, % YoY",By Country,EU,,,,
Monthly,Exports,Volume,"LCU, % YoY",By Country,US,,,,
Monthly,Exports,Volume,"index, % YoY",Total,,,,,"Exports, UK, Total, Volume, index, % YoY"
Monthly,Exports,Volume,"index, % YoY",By Product,Semiconductors,,,,
Monthly,Exports,Volume,"index, % YoY",By Product,Passenger cars,,,,"Exports, World, Passenger Motor Car, Volume, index, % YoY"
Monthly,Exports,Volume,"index, % YoY",By Product,Energy,,,,
Monthly,Exports,Volume,"index, % YoY",By Product,Others,,,,"Exports, World, Office machines (others), Volume, index, % YoY"
Monthly,Exports,Volume,"index, % YoY",By Country,China,,,,"Exports, China, Total, Volume, index, % YoY"
Monthly,Exports,Volume,"index, % YoY",By Country,Japan,,,,
Monthly,Exports,Volume,"index, % YoY",By Country,Korea,,,,
Monthly,Exports,Volume,"index, % YoY",By Country,Taiwan,,,,
Monthly,Exports,Volume,"index, % YoY",By Country,EU,,,,"Exports, EU, Total, Volume, index, % YoY"
Monthly,Exports,Volume,"index, % YoY",By Country,US,,,,"Exports, US, Total, Volume, index, % YoY"
Monthly,Exports,Volume,"USD, SA",Total,,,,,
Monthly,Exports,Volume,"USD, SA",By Product,Semiconductors,,,,
Monthly,Exports,Volume,"USD, SA",By Product,Passenger cars,,,,
Monthly,Exports,Volume,"USD, SA",By Product,Energy,,,,
Monthly,Exports,Volume,"USD, SA",By Product,Others,,,,
Monthly,Exports,Volume,"USD, SA",By Country,China,,,,
Monthly,Exports,Volume,"USD, SA",By Country,Japan,,,,
Monthly,Exports,Volume,"USD, SA",By Country,Korea,,,,
Monthly,Exports,Volume,"USD, SA",By Country,Taiwan,,,,
Monthly,Exports,Volume,"USD, SA",By Country,EU,,,,
Monthly,Exports,Volume,"USD, SA",By Country,US,,,,
Monthly,Exports,Volume,"LCU, SA",Total,,,,,
Monthly,Exports,Volume,"LCU, SA",By Product,Semiconductors,,,,
Monthly,Exports,Volume,"LCU, SA",By Product,Passenger cars,,,,
Monthly,Exports,Volume,"LCU, SA",By Product,Energy,,,,
Monthly,Exports,Volume,"LCU, SA",By Product,Others,,,,
Monthly,Exports,Volume,"LCU, SA",By Country,China,,,,
Monthly,Exports,Volume,"LCU, SA",By Country,Japan,,,,
Monthly,Exports,Volume,"LCU, SA",By Country,Korea,,,,
Monthly,Exports,Volume,"LCU, SA",By Country,Taiwan,,,,
Monthly,Exports,Volume,"LCU, SA",By Country,EU,,,,
Monthly,Exports,Volume,"LCU, SA",By Country,US,,,,
Monthly,Exports,Volume,"index, SA",Total,,,,,"BOJ, Exports, Volume, index, SA"
Monthly,Exports,Volume,"index, SA",By Product,Semiconductors,,,,
Monthly,Exports,Volume,"index, SA",By Product,Passenger cars,,,,
Monthly,Exports,Volume,"index, SA",By Product,Energy,,,,
Monthly,Exports,Volume,"index, SA",By Product,Others,,,,
Monthly,Exports,Volume,"index, SA",By Country,China,,,,"Japan, BOJ, Exports, China, Volume, index, SA"
Monthly,Exports,Volume,"index, SA",By Country,Japan,,,,"Japan, BOJ, Exports, Volume, index, SA"
Monthly,Exports,Volume,"index, SA",By Country,Korea,,,,
Monthly,Exports,Volume,"index, SA",By Country,Taiwan,,,,
Monthly,Exports,Volume,"index, SA",By Country,EU,,,,"Japan, BOJ, Exports, EU, Volume, index, SA"
Monthly,Exports,Volume,"index, SA",By Country,US,,,,"Exports, US, Total, Volume, index, SA"
Monthly,Exports,Volume,"USD, % MoM",Total,,,,,
Monthly,Exports,Volume,"USD, % MoM",By Product,Semiconductors,,,,
Monthly,Exports,Volume,"USD, % MoM",By Product,Passenger cars,,,,
Monthly,Exports,Volume,"USD, % MoM",By Product,Energy,,,,
Monthly,Exports,Volume,"USD, % MoM",By Product,Others,,,,
Monthly,Exports,Volume,"USD, % MoM",By Country,China,,,,
Monthly,Exports,Volume,"USD, % MoM",By Country,Japan,,,,
Monthly,Exports,Volume,"USD, % MoM",By Country,Korea,,,,
Monthly,Exports,Volume,"USD, % MoM",By Country,Taiwan,,,,
Monthly,Exports,Volume,"USD, % MoM",By Country,EU,,,,
Monthly,Exports,Volume,"USD, % MoM",By Country,US,,,,
Monthly,Exports,Volume,"LCU, % MoM",Total,,,,,
Monthly,Exports,Volume,"LCU, % MoM",By Product,Semiconductors,,,,
Monthly,Exports,Volume,"LCU, % MoM",By Product,Passenger cars,,,,
Monthly,Exports,Volume,"LCU, % MoM",By Product,Energy,,,,
Monthly,Exports,Volume,"LCU, % MoM",By Product,Others,,,,
Monthly,Exports,Volume,"LCU, % MoM",By Country,China,,,,
Monthly,Exports,Volume,"LCU, % MoM",By Country,Japan,,,,
Monthly,Exports,Volume,"LCU, % MoM",By Country,Korea,,,,
Monthly,Exports,Volume,"LCU, % MoM",By Country,Taiwan,,,,
Monthly,Exports,Volume,"LCU, % MoM",By Country,EU,,,,
Monthly,Exports,Volume,"LCU, % MoM",By Country,US,,,,
Monthly,Exports,Volume,"index, % MoM",Total,,,,,
Monthly,Exports,Volume,"index, % MoM",By Product,Semiconductors,,,,
Monthly,Exports,Volume,"index, % MoM",By Product,Passenger cars,,,,
Monthly,Exports,Volume,"index, % MoM",By Product,Energy,,,,
Monthly,Exports,Volume,"index, % MoM",By Product,Others,,,,
Monthly,Exports,Volume,"index, % MoM",By Country,China,,,,
Monthly,Exports,Volume,"index, % MoM",By Country,Japan,,,,
Monthly,Exports,Volume,"index, % MoM",By Country,Korea,,,,
Monthly,Exports,Volume,"index, % MoM",By Country,Taiwan,,,,
Monthly,Exports,Volume,"index, % MoM",By Country,EU,,,,
Monthly,Exports,Volume,"index, % MoM",By Country,US,,,,
Monthly,Exports,Volume,"USD, % YoY, SA",Total,,,,,
Monthly,Exports,Volume,"USD, % YoY, SA",By Product,Semiconductors,,,,
Monthly,Exports,Volume,"USD, % YoY, SA",By Product,Passenger cars,,,,
Monthly,Exports,Volume,"USD, % YoY, SA",By Product,Energy,,,,
Monthly,Exports,Volume,"USD, % YoY, SA",By Product,Others,,,,
Monthly,Exports,Volume,"USD, % YoY, SA",By Country,China,,,,
Monthly,Exports,Volume,"USD, % YoY, SA",By Country,Japan,,,,
Monthly,Exports,Volume,"USD, % YoY, SA",By Country,Korea,,,,
Monthly,Exports,Volume,"USD, % YoY, SA",By Country,Taiwan,,,,
Monthly,Exports,Volume,"USD, % YoY, SA",By Country,EU,,,,
Monthly,Exports,Volume,"USD, % YoY, SA",By Country,US,,,,
Monthly,Exports,Volume,"LCU, % YoY, SA",Total,,,,,
Monthly,Exports,Volume,"LCU, % YoY, SA",By Product,Semiconductors,,,,
Monthly,Exports,Volume,"LCU, % YoY, SA",By Product,Passenger cars,,,,
Monthly,Exports,Volume,"LCU, % YoY, SA",By Product,Energy,,,,
Monthly,Exports,Volume,"LCU, % YoY, SA",By Product,Others,,,,
Monthly,Exports,Volume,"LCU, % YoY, SA",By Country,China,,,,
Monthly,Exports,Volume,"LCU, % YoY, SA",By Country,Japan,,,,
Monthly,Exports,Volume,"LCU, % YoY, SA",By Country,Korea,,,,
Monthly,Exports,Volume,"LCU, % YoY, SA",By Country,Taiwan,,,,
Monthly,Exports,Volume,"LCU, % YoY, SA",By Country,EU,,,,
Monthly,Exports,Volume,"LCU, % YoY, SA",By Country,US,,,,
Monthly,Exports,Volume,"index, % YoY, SA",Total,,,,,"Exports, UK, Total, Volume, index, % YoY, SA"
Monthly,Exports,Volume,"index, % YoY, SA",By Product,Semiconductors,,,,
Monthly,Exports,Volume,"index, % YoY, SA",By Product,Passenger cars,,,,
Monthly,Exports,Volume,"index, % YoY, SA",By Product,Energy,,,,
Monthly,Exports,Volume,"index, % YoY, SA",By Product,Others,,,,
Monthly,Exports,Volume,"index, % YoY, SA",By Country,China,,,,"Japan, BOJ, Exports, China, Volume, index, % YoY, SA"
Monthly,Exports,Volume,"index, % YoY, SA",By Country,Japan,,,,"Japan, BOJ, Exports, Other goods, Volume, index, % YoY, SA"
Monthly,Exports,Volume,"index, % YoY, SA",By Country,Korea,,,,
Monthly,Exports,Volume,"index, % YoY, SA",By Country,Taiwan,,,,
Monthly,Exports,Volume,"index, % YoY, SA",By Country,EU,,,,"Japan, BOJ, Exports, EU, Volume, index, % YoY, SA"
Monthly,Exports,Volume,"index, % YoY, SA",By Country,US,,,,"Exports, US, Total, Volume, index, % YoY, SA"
Monthly,Exports,Volume,"USD, % MoM, SA",Total,,,,,
Monthly,Exports,Volume,"USD, % MoM, SA",By Product,Semiconductors,,,,
Monthly,Exports,Volume,"USD, % MoM, SA",By Product,Passenger cars,,,,
Monthly,Exports,Volume,"USD, % MoM, SA",By Product,Energy,,,,
Monthly,Exports,Volume,"USD, % MoM, SA",By Product,Others,,,,
Monthly,Exports,Volume,"USD, % MoM, SA",By Country,China,,,,
Monthly,Exports,Volume,"USD, % MoM, SA",By Country,Japan,,,,
Monthly,Exports,Volume,"USD, % MoM, SA",By Country,Korea,,,,
Monthly,Exports,Volume,"USD, % MoM, SA",By Country,Taiwan,,,,
Monthly,Exports,Volume,"USD, % MoM, SA",By Country,EU,,,,
Monthly,Exports,Volume,"USD, % MoM, SA",By Country,US,,,,
Monthly,Exports,Volume,"LCU, % MoM, SA",Total,,,,,
Monthly,Exports,Volume,"LCU, % MoM, SA",By Product,Semiconductors,,,,
Monthly,Exports,Volume,"LCU, % MoM, SA",By Product,Passenger cars,,,,
Monthly,Exports,Volume,"LCU, % MoM, SA",By Product,Energy,,,,
Monthly,Exports,Volume,"LCU, % MoM, SA",By Product,Others,,,,
Monthly,Exports,Volume,"LCU, % MoM, SA",By Country,China,,,,
Monthly,Exports,Volume,"LCU, % MoM, SA",By Country,Japan,,,,
Monthly,Exports,Volume,"LCU, % MoM, SA",By Country,Korea,,,,
Monthly,Exports,Volume,"LCU, % MoM, SA",By Country,Taiwan,,,,
Monthly,Exports,Volume,"LCU, % MoM, SA",By Country,EU,,,,
Monthly,Exports,Volume,"LCU, % MoM, SA",By Country,US,,,,
Monthly,Exports,Volume,"index, % MoM, SA",Total,,,,,"Exports, UK, Total, Volume, index, % MoM, SA"
Monthly,Exports,Volume,"index, % MoM, SA",By Product,Semiconductors,,,,
Monthly,Exports,Volume,"index, % MoM, SA",By Product,Passenger cars,,,,
Monthly,Exports,Volume,"index, % MoM, SA",By Product,Energy,,,,
Monthly,Exports,Volume,"index, % MoM, SA",By Product,Others,,,,
Monthly,Exports,Volume,"index, % MoM, SA",By Country,China,,,,"Exports, China, Total, Volume, index, % MoM, SA"
Monthly,Exports,Volume,"index, % MoM, SA",By Country,Japan,,,,
Monthly,Exports,Volume,"index, % MoM, SA",By Country,Korea,,,,
Monthly,Exports,Volume,"index, % MoM, SA",By Country,Taiwan,,,,
Monthly,Exports,Volume,"index, % MoM, SA",By Country,EU,,,,"Exports, EU, Total, Volume, index, % MoM, SA"
Monthly,Exports,Volume,"index, % MoM, SA",By Country,US,,,,"Exports, US, Total, Volume, index, % MoM, SA"
Monthly,Exports,Volume,% of total,Total,,,,,
Monthly,Exports,Volume,% of total,By Product,Semiconductors,,,,
Monthly,Exports,Volume,% of total,By Product,Passenger cars,,,,
Monthly,Exports,Volume,% of total,By Product,Energy,,,,
Monthly,Exports,Volume,% of total,By Product,Others,,,,
Monthly,Exports,Volume,% of total,By Country,China,,,,
Monthly,Exports,Volume,% of total,By Country,Japan,,,,
Monthly,Exports,Volume,% of total,By Country,Korea,,,,
Monthly,Exports,Volume,% of total,By Country,Taiwan,,,,
Monthly,Exports,Volume,% of total,By Country,EU,,,,
Monthly,Exports,Volume,% of total,By Country,US,,,,
Monthly,Exports,Volume,"% of total, SA",Total,,,,,
Monthly,Exports,Volume,"% of total, SA",By Product,Semiconductors,,,,
Monthly,Exports,Volume,"% of total, SA",By Product,Passenger cars,,,,
Monthly,Exports,Volume,"% of total, SA",By Product,Energy,,,,
Monthly,Exports,Volume,"% of total, SA",By Product,Others,,,,
Monthly,Exports,Volume,"% of total, SA",By Country,China,,,,
Monthly,Exports,Volume,"% of total, SA",By Country,Japan,,,,
Monthly,Exports,Volume,"% of total, SA",By Country,Korea,,,,
Monthly,Exports,Volume,"% of total, SA",By Country,Taiwan,,,,
Monthly,Exports,Volume,"% of total, SA",By Country,EU,,,,
Monthly,Exports,Volume,"% of total, SA",By Country,US,,,,
Monthly,Exports,Volume,% of GDP,Total,,,,,
Monthly,Exports,Volume,% of GDP,By Product,Semiconductors,,,,
Monthly,Exports,Volume,% of GDP,By Product,Passenger cars,,,,
Monthly,Exports,Volume,% of GDP,By Product,Energy,,,,
Monthly,Exports,Volume,% of GDP,By Product,Others,,,,
Monthly,Exports,Volume,% of GDP,By Country,China,,,,
Monthly,Exports,Volume,% of GDP,By Country,Japan,,,,
Monthly,Exports,Volume,% of GDP,By Country,Korea,,,,
Monthly,Exports,Volume,% of GDP,By Country,Taiwan,,,,
Monthly,Exports,Volume,% of GDP,By Country,EU,,,,
Monthly,Exports,Volume,% of GDP,By Country,US,,,,
Monthly,Exports,Volume,"% of GDP, SA",Total,,,,,
Monthly,Exports,Volume,"% of GDP, SA",By Product,Semiconductors,,,,
Monthly,Exports,Volume,"% of GDP, SA",By Product,Passenger cars,,,,
Monthly,Exports,Volume,"% of GDP, SA",By Product,Energy,,,,
Monthly,Exports,Volume,"% of GDP, SA",By Product,Others,,,,
Monthly,Exports,Volume,"% of GDP, SA",By Country,China,,,,
Monthly,Exports,Volume,"% of GDP, SA",By Country,Japan,,,,
Monthly,Exports,Volume,"% of GDP, SA",By Country,Korea,,,,
Monthly,Exports,Volume,"% of GDP, SA",By Country,Taiwan,,,,
Monthly,Exports,Volume,"% of GDP, SA",By Country,EU,,,,
Monthly,Exports,Volume,"% of GDP, SA",By Country,US,,,,
Monthly,Exports,Price,USD,Total,,,,,
Monthly,Exports,Price,USD,By Product,Semiconductors,,,,
Monthly,Exports,Price,USD,By Product,Passenger cars,,,"China, Exports, Passenger cars, Unit price, USD, 3mma, Value",
Monthly,Exports,Price,USD,By Product,Energy,,,,
Monthly,Exports,Price,USD,By Product,Others,,,,
Monthly,Exports,Price,USD,By Country,China,,,,
Monthly,Exports,Price,USD,By Country,Japan,,,,
Monthly,Exports,Price,USD,By Country,Korea,,,,
Monthly,Exports,Price,USD,By Country,Taiwan,,,,
Monthly,Exports,Price,USD,By Country,EU,,,,
Monthly,Exports,Price,USD,By Country,US,,,,
Monthly,Exports,Price,LCU,Total,,,,,
Monthly,Exports,Price,LCU,By Product,Semiconductors,,,,
Monthly,Exports,Price,LCU,By Product,Passenger cars,,,,
Monthly,Exports,Price,LCU,By Product,Energy,,,,
Monthly,Exports,Price,LCU,By Product,Others,,,,
Monthly,Exports,Price,LCU,By Country,China,,,,
Monthly,Exports,Price,LCU,By Country,Japan,,,,
Monthly,Exports,Price,LCU,By Country,Korea,,,,
Monthly,Exports,Price,LCU,By Country,Taiwan,,,,
Monthly,Exports,Price,LCU,By Country,EU,,,,
Monthly,Exports,Price,LCU,By Country,US,,,,
Monthly,Exports,Price,index,Total,,,,,"Exports, UK, Total, Price, index"
Monthly,Exports,Price,index,By Product,Semiconductors,,,,
Monthly,Exports,Price,index,By Product,Passenger cars,,,,"Exports, World, Passenger Motor Car, Price, index"
Monthly,Exports,Price,index,By Product,Energy,,,,
Monthly,Exports,Price,index,By Product,Others,,,,"Exports, World, Office machines (others), Price, index"
Monthly,Exports,Price,index,By Country,China,,,,"Exports, China, Total, Price, index"
Monthly,Exports,Price,index,By Country,Japan,,,,
Monthly,Exports,Price,index,By Country,Korea,,,,
Monthly,Exports,Price,index,By Country,Taiwan,,,,
Monthly,Exports,Price,index,By Country,EU,,,,"Exports, EU, Total, Price, index"
Monthly,Exports,Price,index,By Country,US,,,,"Exports, US, Total, Price, index"
Monthly,Exports,Price,"USD, % YoY",Total,,,,,
Monthly,Exports,Price,"USD, % YoY",By Product,Semiconductors,,,,
Monthly,Exports,Price,"USD, % YoY",By Product,Passenger cars,,,,
Monthly,Exports,Price,"USD, % YoY",By Product,Energy,,,,
Monthly,Exports,Price,"USD, % YoY",By Product,Others,,,,
Monthly,Exports,Price,"USD, % YoY",By Country,China,,,,
Monthly,Exports,Price,"USD, % YoY",By Country,Japan,,,,
Monthly,Exports,Price,"USD, % YoY",By Country,Korea,,,,
Monthly,Exports,Price,"USD, % YoY",By Country,Taiwan,,,,
Monthly,Exports,Price,"USD, % YoY",By Country,EU,,,,
Monthly,Exports,Price,"USD, % YoY",By Country,US,,,,
Monthly,Exports,Price,"LCU, % YoY",Total,,,,,
Monthly,Exports,Price,"LCU, % YoY",By Product,Semiconductors,,,,
Monthly,Exports,Price,"LCU, % YoY",By Product,Passenger cars,,,,
Monthly,Exports,Price,"LCU, % YoY",By Product,Energy,,,,
Monthly,Exports,Price,"LCU, % YoY",By Product,Others,,,,
Monthly,Exports,Price,"LCU, % YoY",By Country,China,,,,
Monthly,Exports,Price,"LCU, % YoY",By Country,Japan,,,,
Monthly,Exports,Price,"LCU, % YoY",By Country,Korea,,,,
Monthly,Exports,Price,"LCU, % YoY",By Country,Taiwan,,,,
Monthly,Exports,Price,"LCU, % YoY",By Country,EU,,,,
Monthly,Exports,Price,"LCU, % YoY",By Country,US,,,,
Monthly,Exports,Price,"index, % YoY",Total,,,,,"Exports, UK, Total, Price, index, % YoY"
Monthly,Exports,Price,"index, % YoY",By Product,Semiconductors,,,,"Exports, World, Semicon Machinery, Price, index, % YoY"
Monthly,Exports,Price,"index, % YoY",By Product,Passenger cars,,,,"Exports, World, Passenger Motor Car, Price, index, % YoY"
Monthly,Exports,Price,"index, % YoY",By Product,Energy,,,,
