name,display_name,data_type,chart_type
"Japan, Consumer, CO survey, 上昇する_５％以上, z","Japan, Consumer, CO survey, 上昇する_５％以上, z",None,line
"Japan, Consumer, CO survey, 上昇する_(計), z","Japan, Consumer, CO survey, 上昇する_(計), z",None,line
"Japan, Consumer, CO survey, 上昇する_(前月差), z","Japan, Consumer, CO survey, 上昇する_(前月差), z",None,line
"Japan, Consumer, CO survey, 上昇する_(前年同月差), z","Japan, Consumer, CO survey, 上昇する_(前年同月差), z",None,line
"Japan, Consumer, CO survey, 分からない, z","Japan, Consumer, CO survey, 分からない, z",None,line
"Japan, Consumer, CO survey, Expected inflation, z","Japan, Consumer, CO survey, Expected inflation, z",None,line
"Japan, Consumer, CO survey, Under 29, Overall index, z","Japan, Consumer, CO survey, Under 29, Overall index, z",None,line
"Japan, Consumer, CO survey, Under 29, Livelihood, z","Japan, Consumer, CO survey, Under 29, Livelihood, z",None,line
"Japan, Consumer, CO survey, Under 29, Income, z","Japan, Consumer, CO survey, Under 29, Income, z",None,line
"Japan, Consumer, CO survey, Under 29, Employment, z","Japan, Consumer, CO survey, Under 29, Employment, z",None,line
"Japan, Consumer, CO survey, Under 29, Durable goods purchase intentions, z","Japan, Consumer, CO survey, Under 29, Durable goods purchase intentions, z",None,line
"Japan, Consumer, CO survey, Under 29, Asset value, z","Japan, Consumer, CO survey, Under 29, Asset value, z",None,line
"Japan, Consumer, CO survey, 30-59, Overall index, z","Japan, Consumer, CO survey, 30-59, Overall index, z",None,line
"Japan, Consumer, CO survey, 30-59, Livelihood, z","Japan, Consumer, CO survey, 30-59, Livelihood, z",None,line
"Japan, Consumer, CO survey, 30-59, Income, z","Japan, Consumer, CO survey, 30-59, Income, z",None,line
"Japan, Consumer, CO survey, 30-59, Employment, z","Japan, Consumer, CO survey, 30-59, Employment, z",None,line
"Japan, Consumer, CO survey, 30-59, Durable goods purchase intentions, z","Japan, Consumer, CO survey, 30-59, Durable goods purchase intentions, z",None,line
"Japan, Consumer, CO survey, 30-59, Asset value, z","Japan, Consumer, CO survey, 30-59, Asset value, z",None,line
"Japan, Consumer, CO survey, 60 & over, Overall index, z","Japan, Consumer, CO survey, 60 & over, Overall index, z",None,line
"Japan, Consumer, CO survey, 60 & over, Livelihood, z","Japan, Consumer, CO survey, 60 & over, Livelihood, z",None,line
"Japan, Consumer, CO survey, 60 & over, Income, z","Japan, Consumer, CO survey, 60 & over, Income, z",None,line
"Japan, Consumer, CO survey, 60 & over, Employment, z","Japan, Consumer, CO survey, 60 & over, Employment, z",None,line
"Japan, Consumer, CO survey, 60 & over, Durable goods purchase intentions, z","Japan, Consumer, CO survey, 60 & over, Durable goods purchase intentions, z",None,line
"Japan, Consumer, CO survey, 60 & over, Asset value, z","Japan, Consumer, CO survey, 60 & over, Asset value, z",None,line
"Japan, Consumer, CO survey, 30-39, Overall index, z","Japan, Consumer, CO survey, 30-39, Overall index, z",None,line
"Japan, Consumer, CO survey, 30-39, Livelihood, z","Japan, Consumer, CO survey, 30-39, Livelihood, z",None,line
"Japan, Consumer, CO survey, 30-39, Income, z","Japan, Consumer, CO survey, 30-39, Income, z",None,line
"Japan, Consumer, CO survey, 30-39, Employment, z","Japan, Consumer, CO survey, 30-39, Employment, z",None,line
"Japan, Consumer, CO survey, 30-39, Durable goods purchase intentions, z","Japan, Consumer, CO survey, 30-39, Durable goods purchase intentions, z",None,line
"Japan, Consumer, CO survey, 30-39, Asset value, z","Japan, Consumer, CO survey, 30-39, Asset value, z",None,line
