name,display_name,data_type,chart_type
"Exports, Africa, Work day adjusted, USD, % YoY","Exports, Africa, Work day adjusted, USD, % YoY",P,line
"Exports, Asia, Work day adjusted, USD, % YoY","Exports, Asia, Work day adjusted, USD, % YoY",P,line
"Exports, Europe, Work day adjusted, USD, % YoY","Exports, Europe, Work day adjusted, USD, % YoY",P,line
"Exports, Latin America, Work day adjusted, USD, % YoY","Exports, Latin America, Work day adjusted, USD, % YoY",P,line
"Exports, Middle East, Work day adjusted, USD, % YoY","Exports, Middle East, Work day adjusted, USD, % YoY",P,line
"Exports, Mobile phones, Work day adjusted, USD, % YoY","Exports, Mobile phones, Work day adjusted, USD, % YoY",P,line
"Exports, North America, Work day adjusted, USD, % YoY","Exports, North America, Work day adjusted, USD, % YoY",P,line
"Exports, Oceania, Work day adjusted, USD, % YoY","Exports, Oceania, Work day adjusted, USD, % YoY",P,line
"Exports, Semiconductor mfg equipment, Work day adjusted, USD, % YoY","Exports, Semiconductor mfg equipment, Work day adjusted, USD, % YoY",P,line
"Exports, all, Work day adjusted, USD, % YoY","Exports, all, Work day adjusted, USD, % YoY",P,line
"Exports, mineral fuels, Work day adjusted, USD, % YoY","Exports, mineral fuels, Work day adjusted, USD, % YoY",P,line
"Imports, ASEAN, Work day adjusted, USD, % YoY","Imports, ASEAN, Work day adjusted, USD, % YoY",P,line
"Imports, Africa, Work day adjusted, USD, % YoY","Imports, Africa, Work day adjusted, USD, % YoY",P,line
"Imports, Asia, Work day adjusted, USD, % YoY","Imports, Asia, Work day adjusted, USD, % YoY",P,line
"Imports, Europe, Work day adjusted, USD, % YoY","Imports, Europe, Work day adjusted, USD, % YoY",P,line
"Imports, Hong Kong, Work day adjusted, USD, % YoY","Imports, Hong Kong, Work day adjusted, USD, % YoY",P,line
"Imports, Latin America, Work day adjusted, USD, % YoY","Imports, Latin America, Work day adjusted, USD, % YoY",P,line
"Imports, Middle East, Work day adjusted, USD, % YoY","Imports, Middle East, Work day adjusted, USD, % YoY",P,line
"Imports, Mobile phones, Work day adjusted, USD, % YoY","Imports, Mobile phones, Work day adjusted, USD, % YoY",P,line
"Imports, North America, Work day adjusted, USD, % YoY","Imports, North America, Work day adjusted, USD, % YoY",P,line
