name,display_name,data_type,chart_type
"Exports, Semiconductor manufacturing equipment HS 848620, Value, LCU, SA","TW, Exports, Semiconductor manufacturing equipment HS 848620, Value, LCU, SA",b,line
"Exports, Non-tech exports, total, Value, LCU, SA","TW, Exports, Non-tech exports, total, Value, LCU, SA",b,line
"Exports, EU, Value, LCU, SA","TW, Exports, EU, Value, LCU, SA",b,line
"Exports, DM excl Japan, Value, LCU, SA","TW, Exports, DM excl Japan, Value, LCU, SA",b,line
"Exports, China and Hong Kong, Value, LCU, SA","TW, Exports, China and Hong Kong, Value, LCU, SA",b,line
"Exports, North Asia, Value, LCU, SA","TW, Exports, North Asia, Value, LCU, SA",b,line
"Exports, US, Value, LCU, SA","TW, Exports, US, Value, LCU, SA",b,line
"Exports, ASEAN, Value, LCU, SA","TW, Exports, ASEAN, Value, LCU, SA",b,line
"Exports, EM, Value, LCU, SA","TW, Exports, EM, Value, LCU, SA",b,line
"Imports, All, Value, LCU, SA","TW, Imports, All, Value, LCU, SA",b,line
"Imports, Fuels, Value, LCU, SA","TW, Imports, Fuels, Value, LCU, SA",b,line
"Imports, Capital goods, incl parts, Value, LCU, SA","TW, Imports, Capital goods, incl parts, Value, LCU, SA",b,line
"Imports, Capital goods, Value, LCU, SA","TW, Imports, Capital goods, Value, LCU, SA",b,line
"Imports, Capital goods, parts, Value, LCU, SA","TW, Imports, Capital goods, parts, Value, LCU, SA",b,line
"Imports, Semi mfg equipment, Value, LCU, SA","TW, Imports, Semi mfg equipment, Value, LCU, SA",b,line
"Exports, DM excl Japan, Value, % of total, SA","TW, Exports, DM excl Japan, Value, % of total, SA",p,line
"Exports, North Asia, Value, % of total, SA","TW, Exports, North Asia, Value, % of total, SA",p,line
"Exports, US, Value, % of total, SA","TW, Exports, US, Value, % of total, SA",p,line
"Exports, ASEAN, Value, % of total, SA","TW, Exports, ASEAN, Value, % of total, SA",p,line
"Exports, EM, Value, % of total, SA","TW, Exports, EM, Value, % of total, SA",p,line
"Exports, EU, Value, % of total, SA","TW, Exports, EU, Value, % of total, SA",p,line
"Exports, China and Hong Kong, Value, % of total, SA","TW, Exports, China and Hong Kong, Value, % of total, SA",p,line
"Semiconductor exports, % of total exports, Value","TW, Semiconductor exports, % of total exports, Value",p,line
"Exports, All, SA, USD, 3mma, Value","TW, Exports, All, SA, USD, 3mma, Value",b,line
"Exports, All, Value, USD, % MoM, SA","TW, Exports, All, Value, USD, % MoM, SA",b,line
"Exports, Tech, total, Value, USD, % MoM, SA","TW, Exports, Tech, total, Value, USD, % MoM, SA",b,line
"Exports, Office Machines and Automatic Data-processing Machines SITC 75, Value, USD, % MoM, SA","TW, Exports, Office Machines and Automatic Data-processing Machines SITC 75, Value, USD, % MoM, SA",b,line
"Exports, Telecommunications equipment SITC 76, Value, USD, % MoM, SA","TW, Exports, Telecommunications equipment SITC 76, Value, USD, % MoM, SA",b,line
"Exports, Electrical machinery SITC 77, Value, USD, % MoM, SA","TW, Exports, Electrical machinery SITC 77, Value, USD, % MoM, SA",b,line
"Exports, Semiconductors HS 776, Value, USD, % MoM, SA","TW, Exports, Semiconductors HS 776, Value, USD, % MoM, SA",b,line
"Exports, Semiconductor manufacturing equipment HS 848620, Value, USD, % MoM, SA","TW, Exports, Semiconductor manufacturing equipment HS 848620, Value, USD, % MoM, SA",b,line
"Exports, Non-tech exports, total, Value, USD, % MoM, SA","TW, Exports, Non-tech exports, total, Value, USD, % MoM, SA",b,line
"Exports, EU, Value, USD, % MoM, SA","TW, Exports, EU, Value, USD, % MoM, SA",b,line
"Exports, DM excl Japan, Value, USD, % MoM, SA","TW, Exports, DM excl Japan, Value, USD, % MoM, SA",b,line
"Exports, China and Hong Kong, Value, USD, % MoM, SA","TW, Exports, China and Hong Kong, Value, USD, % MoM, SA",b,line
"Exports, North Asia, Value, USD, % MoM, SA","TW, Exports, North Asia, Value, USD, % MoM, SA",b,line
"Exports, US, Value, USD, % MoM, SA","TW, Exports, US, Value, USD, % MoM, SA",b,line
"Exports, ASEAN, Value, USD, % MoM, SA","TW, Exports, ASEAN, Value, USD, % MoM, SA",b,line
"Exports, EM, Value, USD, % MoM, SA","TW, Exports, EM, Value, USD, % MoM, SA",b,line
"Imports, All, Value, USD, % MoM, SA","TW, Imports, All, Value, USD, % MoM, SA",b,line
"Imports, Fuels, Value, USD, % MoM, SA","TW, Imports, Fuels, Value, USD, % MoM, SA",b,line
"Imports, Capital goods, incl parts, Value, USD, % MoM, SA","TW, Imports, Capital goods, incl parts, Value, USD, % MoM, SA",b,line
"Imports, Capital goods, Value, USD, % MoM, SA","TW, Imports, Capital goods, Value, USD, % MoM, SA",b,line
"Imports, Capital goods, parts, Value, USD, % MoM, SA","TW, Imports, Capital goods, parts, Value, USD, % MoM, SA",b,line
"Imports, Semi mfg equipment, Value, USD, % MoM, SA","TW, Imports, Semi mfg equipment, Value, USD, % MoM, SA",b,line
"Exports, All, Value, LCU, % MoM, SA","TW, Exports, All, Value, LCU, % MoM, SA",p,line
"Exports, Tech, total, Value, LCU, % MoM, SA","TW, Exports, Tech, total, Value, LCU, % MoM, SA",p,line
